X,Retailer.Id,Retailer.Name,Complete.Address.x,City,State.x,Zip,Zip.4,Status.Description,Acivation.Date,Total.sales,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016,calctotal,MatchedAddress,County,Tract,Block,Long,Lat,calctotal2
14614,29140,AMF COMET LANES,141 28TH ST SE,GRAND RAPIDS,MI,49548,1103,Terminated,3/12/04,244218,NA,20160,52481,75006,62836,33735,NA,NA,NA,NA,NA,NA,NA,NA,244218,"141 28th St SE, GRAND RAPIDS, MI, 49548",81,4100,2023,-85.661995,42.91293,244.218
14616,29142,WEB BAR,644 RICHMOND ST NW,GRAND RAPIDS,MI,49504,2009,Terminated,3/12/04,2578409,NA,167706,273716,309397,262316,290034,268312,240312,247116,183633,223059,112808,NA,NA,2578409,"644 Richmond St NW, GRAND RAPIDS, MI, 49504",81,800,2008,-85.68431,42.99233,2578.409
14621,29147,DER BIER STEIN TAVERN,69 S MAIN ST,CEDAR SPRINGS,MI,49319,8936,Deleted,3/16/04,191836,NA,191836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191836,"69 S Main, CEDAR SPRINGS, MI, 49319",81,10200,1032,-85.5512,43.222282,191.836
14622,29148,COLLEGE INN,1210 COLLEGE AVE NE,GRAND RAPIDS,MI,49505,5141,Active,3/16/04,2345154,NA,183156,301538,305842,273854,272453,179509,144391,114451,77804.5,87044,104628.5,147621,152862,2345154,"1210 College Ave NE, GRAND RAPIDS, MI, 49505",81,1000,3026,-85.657104,42.984955,2345.154
14631,29157,TR & AN INC,1133 LEONARD ST NE,GRAND RAPIDS,MI,49503,0,Terminated,3/16/04,713206,NA,126478.5,162484,196044,148679.5,56149.5,23370.5,NA,NA,NA,NA,NA,NA,NA,713206,"1133 Leonard St NE, GRAND RAPIDS, MI, 49503",81,1000,2006,-85.640594,42.984444,713.206
14645,29171,J&R SUPERMARKET,3900 S DIVISION AVE,WYOMING,MI,49548,3274,Active,3/24/04,3256727.5,NA,102358.5,197566.5,257726,226770.5,253001.5,228586,177843,228538,507433.5,334929.5,341258.5,218861.5,181854.5,3256727.5,"3900 S Division Ave, WYOMING, MI, 49548",81,14200,2040,-85.66506,42.893105,3256.7275
14646,29172,RIVERFRONT HOTEL,270 ANN STREET NW,GRAND RAPIDS,MI,49504,2016,Terminated,3/26/04,925685,NA,28372,87615,116627,146036,165592,98803,84153,50558,50631,44941,52357,NA,NA,925685,"270 Ann St NW, GRAND RAPIDS, MI, 49505",81,800,1013,-85.67514,42.995613,925.685
14654,29180,HARRY'S CORNER,791 32ND STREET SE,WYOMING,MI,49548,NA,Terminated,3/27/04,1459847.5,NA,7650,92423.5,126192,136797.5,148631,185130.5,212106.5,266061.5,262411.5,22443.5,NA,NA,NA,1459847.5,"791 32nd St SE, WYOMING, MI, 49548",81,14200,1000,-85.648834,42.905617,1459.8475
14663,29189,COTTAGE MARKET,12798 OLD 14 MILE RD,GREENVILLE,MI,48838,9007,Deleted,4/7/04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"12798 Old 14 Mile Rd NE, GREENVILLE, MI, 48838",81,10802,2046,-85.35303,43.176414,0
14664,29190,COTTAGE MARKET #33,12795 OLD 14 MILE RD,GREENVILLE,MI,48838,9153,Active,4/7/04,1659741.5,NA,37047.5,102142,107051,107893,111838.5,123066,114991.5,115817,126548,161118,189405.5,196985.5,165838,1659741.5,"12795 Old 14 Mile Rd NE, GREENVILLE, MI, 48838",81,10802,2014,-85.35305,43.17644,1659.7415
14677,29203,LAST CHANCE TAVERN,1132 BURTON SE,GRAND RAPIDS,MI,49507,3326,Terminated,4/15/04,1709883,NA,167747,256033,250580,283377,284046,349267,118833,NA,NA,NA,NA,NA,NA,1709883,"1132 Burton St SE, GRAND RAPIDS, MI, 49507",81,4200,1004,-85.63964,42.927204,1709.883
14684,29210,PUMP HOUSE BAR,1507 LANGLEY SE,GRAND RAPIDS,MI,49508,3646,Active,4/21/04,4651793,NA,201654,374198,483587,462269,438678,395708,368297,325425,292389,339116.5,284203,394969.5,291299,4651793,"1507 Langley St SE, GRAND RAPIDS, MI, 49508",81,4600,3003,-85.62845,42.88665,4651.793
14685,29212,CLUB NORTH,1359 PLAINFIELD NE,GRAND RAPIDS,MI,49505,4942,Terminated,4/22/04,770694,NA,37108,116001,134789,120955,141312,119018,53386,29416,18709,NA,NA,NA,NA,770694,"1359 Plainfield Ave NE, GRAND RAPIDS, MI, 49505",81,900,3028,-85.6652,42.98798,770.694
14692,29219,7-ELEVEN 043H,1001 W FULTON ST,GRAND RAPIDS,MI,49504,6152,Terminated,4/28/04,1885251.5,NA,48325,196139.5,203994.5,203702.5,217862,202762.5,208558.5,215935,212219.5,175752.5,NA,NA,NA,1885251.5,"1001 W Fulton St, GRAND RAPIDS, MI, 49504",81,1900,2016,-85.692505,42.96367,1885.2515
14716,29243,PAMIDA #3084,53 APPLEWOOD DR NW,SPARTA,MI,49345,1709,Deleted,5/13/04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"53 Applewood Dr NW, SPARTA, MI, 49345",81,10402,1029,-85.72165,43.160847,0
14729,29256,EASTBROOK AMOCO,2560 E BELTLINE AVE SE,GRAND RAPIDS,MI,49546,5910,Terminated,5/19/04,67051.5,NA,19884.5,47167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67051.5,"2560 E Beltline Ave SE, GRAND RAPIDS, MI, 49512",81,12606,4017,-85.5837,42.91639,67.0515
14739,29266,SHAWMUT INN,2802 LAKE MICHIGAN DR NW,GRAND RAPIDS,MI,49504,5857,Active,5/22/04,2996235,NA,96193,176975,223264,329238,294635,294237,358203,203198,242153,226846.5,205497.5,196667,149128,2996235,"2802 Lake Michigan Dr NW, GRAND RAPIDS, MI, 49504",81,1800,3009,-85.73731,42.971775,2996.235
14742,29270,WESTSIDE PARTY STORE,900 WALKER AVE NW,GRAND RAPIDS,MI,49504,4353,Terminated,5/25/04,42335,NA,5400,27300,9635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42335,"900 Walker Ave NW, GRAND RAPIDS, MI, 49504",81,1600,3003,-85.6912,42.978287,42.335
14751,29279,MEIJER #226 CASH OFFICE,2799 10 MILE RD,ROCKFORD,MI,49341,9100,Active,5/28/04,4205798.5,NA,80793,272096.5,313253.5,358497.5,334071,327131,314166,329161.5,312012.5,372847.5,433571.5,434416.5,323780.5,4205798.5,"2799 10 Mile Rd NE, ROCKFORD, MI, 49341",81,10600,3070,-85.60084,43.117016,4205.7985
14752,29280,MEIJER #226 GAS STATION,2797 10 MILE RD NE,ROCKFORD,MI,49341,9100,Active,5/28/04,1609807,NA,29703.5,80658.5,108809.5,123218.5,107222.5,120587.5,119421.5,117089,111468,144368,192780.5,191570,162910,1609807,"2797 10 Mile Rd NE, ROCKFORD, MI, 49341",81,10600,3070,-85.600876,43.117016,1609.807
14765,29293,BUCHANAN C-STORES,205 28TH ST SW,WYOMING,MI,49548,1001,Terminated,6/9/04,828980.5,NA,58033.5,123355,163934.5,155881.5,136166.5,144002,47607.5,NA,NA,NA,NA,NA,NA,828980.5,"205 28th St SW, WYOMING, MI, 49548",81,13600,1017,-85.67125,42.91315,828.9805
14776,29304,HOFFMAN HSE&CALI'S GRLRM,4101 28TH ST SE,GRAND RAPIDS,MI,49512,1999,Terminated,6/18/04,246901,NA,45855,130042,71004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246901,"4101 28th St SE, GRAND RAPIDS, MI, 49512",81,12606,3014,-85.565254,42.912556,246.901
14777,29305,MARATHON C STORE,1405 BURTON ST SE,GRAND RAPIDS,MI,49507,3744,Deleted,6/19/04,18300,NA,3600,14700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18300,"1405 Burton St SE, GRAND RAPIDS, MI, 49507",81,3500,2023,-85.63308,42.92716,18.3
14779,29307,MOBIL PLAZA,800 28TH ST SW,WYOMING,MI,49509,2841,Active,6/23/04,4039294.5,NA,87131.5,220505,276503.5,301892,277721.5,370513,369435,316212,285700.5,327862.5,399969.5,456282,349566.5,4039294.5,"800 28th St SW, WYOMING, MI, 49509",81,13700,2000,-85.69468,42.913387,4039.2945
14782,29310,BUTTERWORTH PARTY STORE,944 BUTTERWORTH ST SW,GRAND RAPIDS,MI,49504,6271,Active,6/25/04,680680,NA,11650,22050,20600,21250,27550,46708,87030.5,85013.5,72236,59344,85742,75747,65759,680680,"944 Butterworth St SW, GRAND RAPIDS, MI, 49504",81,2700,2020,-85.691414,42.958473,680.68
14787,29315,L&L PARTY STORE,649 CLANCY AVE NE,GRAND RAPIDS,MI,49503,1534,Terminated,6/28/04,430100,NA,79542,123873.5,141548,85136.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,430100,"649 Clancy Ave NE, GRAND RAPIDS, MI, 49503",81,1400,2011,-85.663185,42.97443,430.1
14800,29328,SPARTA LANES,125 N STATE ST,SPARTA,MI,49345,1099,Deleted,7/20/04,37849,NA,23795,14054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37849,"125 N State St, SPARTA, MI, 49345",81,10402,1022,-85.71016,43.162636,37.849
14808,29336,NORTHEND LIQUOR,1585 PLAINFIELD AVE NE,GRAND RAPIDS,MI,49505,4944,Terminated,7/27/04,1127796,NA,18550,136158,157602,180149.5,172510.5,164933,178345.5,119547.5,NA,NA,NA,NA,NA,1127796,"1585 Plainfield Ave NE, GRAND RAPIDS, MI, 49505",81,900,3008,-85.66247,42.991474,1127.796
14812,29340,VITALE'S ITALIAN REST'NT,834 LEONARD NE,GRAND RAPIDS,MI,49503,1161,Active,7/28/04,4215545,NA,109748,370895,484007,489623,438577,430881,369171,330554.5,223033,244933,271262,252716,200144.5,4215545,"834 Leonard St NE, GRAND RAPIDS, MI, 49503",81,1200,1004,-85.64775,42.984467,4215.545
14813,29341,VITALE'S ITALIAN REST'NT,834 LEONARD NE,GRAND RAPIDS,MI,49503,1139,Active,7/28/04,426268,NA,24769,33644,18197,22179,65851,63281,48930,46423,31777,18854,17944,17969,16450,426268,"834 Leonard St NE, GRAND RAPIDS, MI, 49503",81,1200,1004,-85.64775,42.984467,426.268
14824,29352,EASTOWN BP #34,1560 LAKE DR SE,GRAND RAPIDS,MI,49506,2704,Active,8/10/04,1416418.5,NA,18700,67356.5,92354,79902.5,97261.5,107602,126513,139840,149009,161263.5,153301,129012,94303.5,1416418.5,"1560 Lake Dr SE, GRAND RAPIDS, MI, 49506",81,3300,1000,-85.63017,42.954582,1416.4185
14829,29357,PARAGON BOWLING CENTER,2425 S DIVISION AVE,GRAND RAPIDS,MI,49507,3464,Terminated,8/14/04,359486,NA,145490,174605,39391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359486,"2425 Division Ave S, GRAND RAPIDS, MI, 49507",81,13600,1001,-85.666336,42.919933,359.486
14837,29365,RAU'S PARTY STORE,2025 S DIVISION AVE,GRAND RAPIDS,MI,49507,3028,Active,8/20/04,4645316.5,NA,98037,312671.5,258182,282842.5,324983.5,375937,428542.5,409003,406667.5,435148,448941,483230,381131,4645316.5,"2025 Division Ave S, GRAND RAPIDS, MI, 49507",81,4000,1000,-85.66666,42.927166,4645.3165
14842,29370,SELAM STORE,654 MICHIGAN ST NE,GRAND RAPIDS,MI,49503,3471,Terminated,8/27/04,245600.5,NA,5250,48767.5,41633.5,47282.5,49007.5,49145.5,4514,NA,NA,NA,NA,NA,NA,245600.5,"654 Michigan St NE, GRAND RAPIDS, MI, 49503",81,2200,4001,-85.65282,42.97009,245.6005
14846,29374,EKAM TRADING LLC,1045 CHICAGO DR SW,WYOMING,MI,49509,1107,Terminated,8/30/04,197004.5,NA,28885.5,118035,50084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197004.5,"1045 Chicago Dr SW, WYOMING, MI, 49509",81,13300,1020,-85.6934,42.935524,197.0045
14854,29382,CRYSTAL SPRINGS VINEYARD,6630 KALAMAZOO AVE SE,KENTWOOD,MI,49508,7030,Terminated,9/8/04,3850,NA,2700,1150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3850,"6630 Kalamazoo Ave SE, KENTWOOD, MI, 49508",81,14804,2031,-85.62473,42.843494,3.85
14856,29384,ALPINE GOLF CLUB,6320 ALPINE NW,COMSTOCK PARK,MI,49321,9721,Terminated,9/9/04,104099,NA,5747,34796,17505,19142,16569,10340,NA,NA,NA,NA,NA,NA,NA,104099,"6320 Alpine Ave NW, COMSTOCK PARK, MI, 49321",81,11401,2061,-85.68993,43.077435,104.099
14862,29390,THE HARVARD TAVERN,12607 HARVARD AVE NE,CEDAR SPRINGS,MI,49319,9760,Terminated,9/16/04,253818,NA,37246,215097,1475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253818,"12607 Harvard Ave NE, CEDAR SPRINGS, MI, 49319",81,10802,1005,-85.41514,43.195858,253.818
14867,29395,SISTERS CORNER,926 DIVISION AVE SE,GRAND RAPIDS,MI,49507,1008,Terminated,9/21/04,23350,NA,4300,19050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23350,"926 Division Ave S, GRAND RAPIDS, MI, 49507",81,2800,2012,-85.66742,42.946106,23.35
14872,29401,BELTLINE & 3 MI MARATHON,2808 E BELTLINE AVE NE,GRAND RAPIDS,MI,49525,9704,Active,9/24/04,1972898,NA,11374.5,80130,116561,151993.5,152690,202546.5,179173,159866.5,168260,187615,201846,189748,171094,1972898,"2808 E Beltline Ave NE, GRAND RAPIDS, MI, 49525",81,11801,4033,-85.59004,43.01343,1972.898
14876,29405,BOW-TIE TAVERN,8388 ALPINE AVE,SPARTA,MI,49345,9390,Terminated,10/2/04,598229,NA,30937,204963,233813,128516,NA,NA,NA,NA,NA,NA,NA,NA,NA,598229,"8388 Alpine Ave, SPARTA, MI, 49345",81,11401,1002,-85.69011,43.11603,598.229
14879,29408,RADIO TAVERN,661 BRIDGE STREET NW,GRAND RAPIDS,MI,49504,5318,Terminated,10/5/04,18991,NA,4211,14780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18991,"661 Bridge St NW, GRAND RAPIDS, MI, 49504",81,1900,4014,-85.68501,42.970715,18.991
14880,29409,SPEED EXPRESS,1601 EASTERN AVE SE,GRAND RAPIDS,MI,49507,2027,Terminated,10/4/04,684434,NA,112693,485288.5,86452.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,684434,"1601 Eastern Ave SE, GRAND RAPIDS, MI, 49507",81,3700,2004,-85.648705,42.934574,684.434
14891,29420,CIGARETTES FOR LESS,1142 S DIVISION AVE,GRAND RAPIDS,MI,49507,1054,Terminated,10/14/04,11750,NA,0,11750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11750,"1142 Division Ave S, GRAND RAPIDS, MI, 49507",81,2800,2020,-85.66733,42.942204,11.75
14892,29421,M/C PARTY STORE,432 BURTON ST SW,GRAND RAPIDS,MI,49507,2381,Terminated,10/14/04,609501.5,NA,1450,9600,29300.5,47284,38269.5,48082.5,76980.5,95347.5,84819.5,110590.5,67777,NA,NA,609501.5,"432 Burton St SW, GRAND RAPIDS, MI, 49507",81,4000,2002,-85.67711,42.927692,609.5015
14894,29423,CITGO,5189 28TH ST SE,GRAND RAPIDS,MI,49512,2050,Terminated,10/15/04,8150,NA,2450,5700,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8150,"5189 28th St SE, GRAND RAPIDS, MI, 49512",81,12203,1012,-85.54089,42.91274,8.15
14896,29425,OUR TAVERN,1219 HAMILTON NW,GRAND RAPIDS,MI,49504,3222,Active,11/20/04,2271480,NA,16014,240985,253078,265800,258283,228879,172296,148940,138797,167250.5,177572.5,102636,100949,2271480,"1219 Hamilton Ave NW, GRAND RAPIDS, MI, 49504",81,800,1051,-85.67998,42.985317,2271.48
14897,29426,COUNTRYSIDE INN,10704 WILSON AVE SW,BYRON CENTER,MI,49315,9716,Active,6/23/05,2498348,NA,NA,112856,257254,246590,304333,259494,298978,208717,141015,174431,203997,182340,108343,2498348,"10704 Wilson Ave SW, BYRON CENTER, MI, 49315",81,14602,3016,-85.7619,42.770027,2498.348
14898,29427,VESTAL INN,6255 W RIVER RD,BELMONT,MI,49306,9603,Active,10/22/04,10041625.5,NA,44830,419402,632617,1111579,917813,849953,815689,984291.5,663505,978114,1201099,874214,548519,10041625.5,"6255 W River Rd NE, BELMONT, MI, 49306",81,11001,3024,-85.60205,43.064373,10041.6255
14904,29433,POUR ARTHURS,2930 BURLINGAME SW,WYOMING,MI,49509,2610,Terminated,10/29/04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2930 Burlingame Ave SW, WYOMING, MI, 49509",81,13700,3000,-85.70516,42.91112,0
14906,29435,CLARKS FOOD CENTER,363 STATE ST SE,GRAND RAPIDS,MI,49503,4326,Terminated,11/1/04,793383.5,NA,22451.5,180139.5,187969,157459,128638.5,116726,NA,NA,NA,NA,NA,NA,NA,793383.5,"363 State St SE, GRAND RAPIDS, MI, 49503",81,2100,2010,-85.65985,42.959736,793.3835
14912,29441,TUSCAN PARTY STORE,1140 MONROE AVE NW,GRAND RAPIDS,MI,49503,1034,Terminated,11/10/04,69870,NA,1200,15400,8450,10800,18338,15682,NA,NA,NA,NA,NA,NA,NA,69870,"1140 Monroe Ave NW, GRAND RAPIDS, MI, 49503",81,1400,1002,-85.670685,42.983387,69.87
14920,29449,THE BERE STORE,259 FRANKLIN ST SE,GRAND RAPIDS,MI,49507,1172,Terminated,11/16/04,845170,NA,41098.5,335355,412490.5,56226,NA,NA,NA,NA,NA,NA,NA,NA,NA,845170,"259 Franklin St SE, GRAND RAPIDS, MI, 49507",81,2900,2006,-85.66228,42.948635,845.17
14926,29455,CITGO 635,4088 LAKE MICHIGAN DR NW,WALKER,MI,49534,4525,Terminated,11/19/04,130670,NA,2162,76970.5,51537.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130670,"4088 Lake Michigan Dr NW, WALKER, MI, 49544",81,11702,2009,-85.76846,42.972195,130.67
14932,29462,CAMBRIDGE HOUSE,600 MONROE NW,GRAND RAPIDS,MI,49503,1473,Terminated,11/25/04,372197,NA,441,75495,63940,58417,54095,62517,57292,NA,NA,NA,NA,NA,NA,372197,"600 Monroe Ave NW, GRAND RAPIDS, MI, 49503",81,1400,1029,-85.67238,42.97362,372.197
14933,29463,LOGANS ALLEY LLC,916 MICHIGAN ST NE,GRAND RAPIDS,MI,49503,3526,Active,11/25/04,1315538.5,NA,NA,62393,64832,96603,81079,124760,178623,146688.5,124573,160533,124252,86586,64616,1315538.5,"916 Michigan St NE, GRAND RAPIDS, MI, 49503",81,2200,2001,-85.646675,42.970013,1315.5385
14956,29486,RITE AID DISC PHARM 4590,2027 EASTERN AVE SE,GRAND RAPIDS,MI,49507,3234,Deleted,12/3/04,4e3,NA,NA,4e3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e3,"2027 Eastern Ave SE, GRAND RAPIDS, MI, 49507",81,3700,2027,-85.648,42.9265,4
14961,29491,RITE AID DISC PHARM 1529,1401 W MAIN ST,LOWELL,MI,49331,1715,Terminated,12/3/04,13650,NA,NA,9200,4450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13650,"1401 W Main St SE, LOWELL, MI, 49331",81,12004,1035,-85.35519,42.931423,13.65
14964,29494,RITE AID DISC PHARM 1680,3232 28TH ST,GRANDVILLE,MI,49418,1423,Deleted,12/3/04,3700,NA,NA,3700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3700,"3232 28th St SW, GRANDVILLE, MI, 49418",81,13000,2002,-85.74489,42.91355,3.7
14966,29496,RITE AID DISC PHARM 4242,5995 KALAMAZOO AVE SE,KENTWOOD,MI,49508,6464,Terminated,12/3/04,11950,NA,NA,6750,5200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11950,"5995 Kalamazoo Ave SE, KENTWOOD, MI, 49508",81,12703,4000,-85.62489,42.854813,11.95
14967,29497,RITE AID DISC PHARM 4395,4410 S DIVISION AVE,KENTWOOD,MI,49548,4305,Deleted,12/3/04,3950,NA,NA,3950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3950,"4410 S Division Ave, KENTWOOD, MI, 49548",81,12901,1011,-85.664696,42.88364,3.95
14968,29498,RITE AID DISC PHARM 4429,6791 CASCADE RD SE,CASCADE,MI,49546,6849,Terminated,12/3/04,5550,NA,NA,4250,1300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5550,"6791 Cascade Rd SE, KENTWOOD, MI, 49546",81,12201,3012,-85.498924,42.91312,5.55
14977,29507,CITGO,555 LEONARD ST NW,GRAND RAPIDS,MI,49504,4257,Terminated,12/8/04,25800,NA,300,13800,11700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25800,"555 Leonard St NW, GRAND RAPIDS, MI, 49504",81,800,1049,-85.681786,42.98504,25.8
14984,29514,RITE AID DISC PHARM 1521,2130 WEALTHY ST SE,EAST GRAND RAPIDS,MI,49506,3032,Terminated,12/8/04,6100,NA,NA,6100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6100,"2130 Wealthy St SE, EAST GRAND RAPIDS, MI, 49506",81,12400,1025,-85.61627,42.951267,6.1
14989,29519,RITE AID DISC PHARM 4241,2241 84TH STREET SW,BYRON CENTER,MI,49315,8666,Terminated,12/8/04,36200,NA,NA,27750,8450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36200,"2241 84th St SW, BYRON CENTER, MI, 49315",81,14602,2037,-85.71651,42.81214,36.2
15006,29536,CENTURY POST PUB,203 E MAIN ST,LOWELL,MI,49331,1711,Active,12/16/04,913871,NA,NA,73764,81558,72238,70341,76187,84475,125643,87370,74135,56206,70832,41122,913871,"203 E Main St SE, LOWELL, MI, 49331",81,12004,3013,-85.337776,42.934475,913.871
15007,29537,FAMILY FR QK STP #834,7599 CLYDE PARK AVE SW,BYRON CENTER,MI,49315,8336,Active,12/15/04,4347480,NA,1367.5,175219,220446,272900,280201.5,340959.5,372517.5,368714,334676.5,378447,552132.5,579174.5,470724.5,4347480,"7599 Clyde Park Ave SW, BYRON CENTER, MI, 49315",81,14601,5017,-85.68349,42.8266,4347.48
15012,29542,GALEWOOD FOOD STORE,1149 BURTON ST SW,WYOMING,MI,49509,1434,Terminated,12/21/04,755138.5,NA,453.5,113635.5,130640.5,199517,157026,114100,39766,NA,NA,NA,NA,NA,NA,755138.5,"1149 Burton St SW, WYOMING, MI, 49509",81,13300,2035,-85.695435,42.92803,755.1385
15016,29546,BOTTLE HOUSE,2208 S DIVISION AVE,GRAND RAPIDS,MI,49507,3033,Terminated,12/27/04,575027,NA,NA,442820.5,132206.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,575027,"2208 Division Ave S, GRAND RAPIDS, MI, 49507",81,4100,2004,-85.666466,42.923607,575.027
15019,29549,MARATHON,4908 S DIVISION ST,KENTWOOD,MI,49548,4426,Terminated,1/5/05,2198315,NA,NA,156737,242754,405619,441154,453987,444674,53390,NA,NA,NA,NA,NA,2198315,"4908 S Division Ave, KENTWOOD, MI, 49548",81,12901,2022,-85.66437,42.874428,2198.315
15022,29552,ADMIRAL PETROLEUM #160,2111 PLAINFIELD AVE NE,GRAND RAPIDS,MI,49505,4203,Active,1/7/05,1528497.5,NA,NA,81846.5,99800.5,110464.5,119679,101299,93099,99007.5,109553,144599,183730,204463.5,180956,1528497.5,"2111 Plainfield Ave NE, GRAND RAPIDS, MI, 49505",81,500,3020,-85.654594,43.001606,1528.4975
15023,29553,ADMIRAL PETROLEUM #161,4315 CHICAGO DR,GRANDVILLE,MI,49418,1507,Terminated,1/7/05,1301178,NA,NA,20400,41518,46509.5,66051.5,82092,120949.5,143923,119131,145311.5,191094.5,199694.5,124503,1301178,"4315 Chicago Dr SW, GRANDVILLE, MI, 49418",81,13000,3054,-85.77001,42.907265,1301.178
15031,29561,GRAND RAPIDS POPCORN CO,4675 WEST RIVER DR NE,COMSTOCK PARK,MI,49321,8978,Terminated,1/14/05,2942740.5,NA,NA,410460.5,670378,669968.5,612224.5,440765.5,135301,3642.5,NA,NA,NA,NA,NA,2942740.5,"4675 W River Dr NE, COMSTOCK PARK, MI, 49321",81,11102,3018,-85.65491,43.048656,2942.7405
15033,29563,BLUE LAKE INN,12587 MASTON LAKE DR,SAND LAKE,MI,49343,9435,Terminated,1/15/05,1692488,NA,NA,137910,192978,313255,305962,200952,134167,124696,120885,123789,37894,NA,NA,1692488,"12587 Maston Lake Dr, SAND LAKE, MI, 49343",81,10102,1020,-85.35777,43.268932,1692.488
15038,29568,PARTY HOUSE PARTY STORE,6572 S DIVISION AVE,GRAND RAPIDS,MI,49548,7845,Terminated,1/21/05,493329.5,NA,NA,136498,130710,162567.5,63554,NA,NA,NA,NA,NA,NA,NA,NA,493329.5,"6572 S Division Ave, GRAND RAPIDS, MI, 49548",81,14703,2002,-85.66368,42.844673,493.3295
15042,29572,WEALTHY MARKET,1012 WEALTHY ST SE,GRAND RAPIDS,MI,49506,1517,Terminated,1/28/05,1744302.5,NA,NA,385910.5,499852.5,523558.5,334981,NA,NA,NA,NA,NA,NA,NA,NA,1744302.5,"1012 Wealthy St SE, GRAND RAPIDS, MI, 49506",81,2500,3022,-85.64383,42.95554,1744.3025
15046,29576,MEIJER #216 CASH OFFICE,315 WILSON AVENUE NW,GRAND RAPIDS,MI,49534,3554,Active,2/4/05,7183678,NA,NA,204329.5,464326,527553.5,551620,584546.5,583485.5,576008.5,622800.5,738421.5,908589,820093,601904.5,7183678,"315 Wilson Ave NW, GRAND RAPIDS, MI, 49534",81,11702,1010,-85.7763,42.97046,7183.678
15047,29577,MEIJER #216 GAS STATION,213 WILSON AVENUE NW,GRAND RAPIDS,MI,49544,3554,Active,2/4/05,2604374.5,NA,NA,71129.5,125696,142024,170508,188150.5,198657,229783,226664,272400,358385.5,328727.5,292249.5,2604374.5,"213 Wilson Ave NW, GRAND RAPIDS, MI, 49534",81,11702,1010,-85.77626,42.96858,2604.3745
15055,29585,ROCKFORD AMOCO #35,470 E DIVISION ST,ROCKFORD,MI,49341,1347,Active,2/7/05,1797745.5,NA,NA,88220,106603.5,119181.5,101851,116261,134425.5,143509.5,155051,178360.5,228850,226270.5,199161.5,1797745.5,"470 E Division St, ROCKFORD, MI, 49341",81,10700,1034,-85.5492,43.117393,1797.7455
15061,29591,FRANKIE V'S PIZZERIA,1420 28TH STREET SW,WYOMING,MI,49509,2706,Active,2/12/05,4018182,NA,NA,170790,369611,381571,413024,422658,432525,379192,337572,343967,302465,269654.5,195152.5,4018182,"1420 28th St SW, WYOMING, MI, 49509",81,13700,3000,-85.702614,42.913452,4018.182
15065,29595,JOE V'S,526 STOCKING AVE,GRAND RAPIDS,MI,49504,5504,Terminated,2/19/05,1595206.5,NA,NA,85023,361026,283095,261130,209469,240841.5,154622,NA,NA,NA,NA,NA,1595206.5,"526 Stocking Ave NW, GRAND RAPIDS, MI, 49504",81,1900,1011,-85.6854,42.97242,1595.2065
15067,29597,S&K STATION INC,6729 S DIVISION,GRAND RAPIDS,MI,49548,7807,Terminated,2/23/05,7050,NA,NA,7050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7050,"6729 S Division Ave, GRAND RAPIDS, MI, 49548",81,14701,2024,-85.66371,42.84227,7.05
